trip_id,Departure,Arrival,Duration,Departure_City,Arrival_City
OCESN034535R0200219143,Gare de Tulle,Gare de Ussel,89,Saint-Priest-de-Gimel,Maussac
OCESN034675R0200219145,Gare de Egletons,Gare de Tulle,40,Égletons,Saint-Priest-de-Gimel
OCESN034677R0200219147,Gare de Egletons,Gare de Meymac,25,Égletons,Meymac
OCESN034680R0200219150,Gare de Brive-la-Gaillarde,Gare de Egletons,63,Brive-la-Gaillarde,Égletons
OCESN034682R0200219152,Bort-les-Orgues,Gare de Ussel,35,Bort-les-Orgues,Maussac
OCESN034726R0200219154,Gare de Nancy-Ville,Mirecourt,74,Nancy,Mirecourt
OCESN035000R0700719173,Martigny-les-B-Thiebaut,Vézelise Beauregard,90,Martigny-les-Bains,Vézelise
OCESN035001R0400419174,Damblain Eglise,Gare de Nancy-Ville,150,Damblain,Nancy
OCESN035002R0500519175,Gare de Contrexéville,Gare de Nancy-Ville,116,Contrexéville,Nancy
OCESN035003R0400419176,Gare de Contrexéville,Mirecourt,39,Contrexéville,Mirecourt
OCESN035004R0200219177,Gare de Vittel,Mirecourt,26,Vittel,Mirecourt
OCESN035006R0200219179,Gare de Nancy-Ville,Martigny-les-B-Thiebaut,133,Nancy,Martigny-les-Bains
OCESN035020R0400419193,Gare de Nancy-Ville,Gare de Vittel,92,Nancy,Vittel
OCESN035026R0500519199,Gare de Nancy-Ville,Mirecourt (Lycée Agric),71,Nancy,Mirecourt
OCESN035031R0500519204,Gare de Bening,Gare de Sarreguemines,34,Béning-lès-Saint-Avold,Sarreguemines
OCESN035041R0600619205,Bitche-Quartier-Driant,Gare de Bening,71,Bitche,Béning-lès-Saint-Avold
OCESN035073R0600619227,Gare de Charmes (Vosges),Gare de Vittel,60,Essegney,Vittel
OCESN035100R0200219234,Gare de Charmes (Vosges),Mirecourt,30,Essegney,Mirecourt
OCESN035101R0200219235,Gare de Charmes (Vosges),Mirecourt (Lycée Agric),33,Essegney,Mirecourt
OCESN035103R0200219237,Igney (Centre),Sarrebourg-LP-Messmer,45,Igney,Sarrebourg
OCESN035129R0300319263,Gare de Sarrebourg,Igney (Centre),39,Avricourt,Igney
OCESN035129R0400419264,Gare de Longuyon,Gare de Longwy,32,Longuyon,Longwy
OCESN035153R0200219281,Gare de Longuyon,Gare de Montmédy,39,Longuyon,Montmédy
OCESN035169R0200219296,Gare de Longuyon,Vezin-Carrefour,33,Longuyon,Cocody
OCESN035179R0200219303,Gare de Morhange,Gare de Sarrebourg,94,Morhange,Avricourt
OCESN035187R0200219307,Gare de Sarrebourg,Loudrefing,34,Avricourt,Loudrefing
OCESN035191R0200219309,Gare de Morhange,Gare de Rémilly,48,Morhange,Rémilly
OCESN035195R0200219311,Longuyon (Collège),Vezin-Carrefour,23,Longuyon,Cocody
OCESN035202R0200219313,Gare de Sarrebourg,St-Jean-de-Bassel-Eglis,35,Avricourt,Strasbourg
OCESN035203R0300319314,Gare de Nancy-Ville,Gare de Neufchâteau,62,Nancy,Neufchâteau
OCESN035211R0200219319,Fénétrange (Gendarm.),Sarrebourg-Hôpital,42,Fénétrange,Bioncourt
OCESN035214R0200219320,Loudrefing,Sarrebourg-LP-Messmer,54,Loudrefing,Sarrebourg
OCESN035216R0300319322,Sarrebourg (Place Math),St-Jean-de-Bassel-Eglis,24,Sarrebourg,Strasbourg
OCESN035224R0300319325,Sarrebourg-LP-Messmer,St-Jean-de-Bassel-Eglis,31,Sarrebourg,Strasbourg
OCESN035224R0400419326,Gare de Neufchâteau,Gare de Toul,45,Neufchâteau,Toulouse
OCESN035225R0400419328,Gare de Toul,Neufchateau-Lp,59,Toulouse,Neufchâteau
OCESN035225R0500519327,Gare de Nancy-Ville,Neufchateau-Lp,88,Nancy,Neufchâteau
OCESN035232R0500519330,Allamps-Esat,Gare de Toul,30,Allamps,Toulouse
OCESN035233R0200219331,Creutzwald G.R,Gare de Thionville,110,Creutzwald,Thionville
OCESN035241R0200219338,Fénétrange (Gendarm.),Sarrebourg-LP-Messmer,30,Fénétrange,Sarrebourg
OCESN035266R0200219351,Gare de St-Dié-des-Vosges,Laveline-d-Bruy. Mairie,64,Sainte-Marguerite,Laveline-devant-Bruyères
OCESN035268R0800819352,Gare de Epinal,Gare de St-Dié-des-Vosges,65,Nomexy,Sainte-Marguerite
OCESN035270R0200219353,Bruyères (Vosges),Gare de Epinal,43,Bruyères,Nomexy
OCESN035272R0600619354,Bruyères (Vosges),Gare de St-Dié-des-Vosges,48,Bruyères,Sainte-Marguerite
OCESN035274R0300319355,Bouzonville,Gare de Thionville,67,Bruyères,Thionville
OCESN035277R0200219357,Gare de Epinal,Laveline-d-Bruy. Mairie,52,Nomexy,Laveline-devant-Bruyères
OCESN035282R0500519360,Gare de Thionville,Kédange (Eglise),22,Thionville,Kédange-sur-Canner
OCESN035291R0300319370,Gare de Thionville,Hombourg (Chapelle),26,Thionville,Hombourg-Haut
OCESN035300R0200219378,Gare de Epinal,Saint-Léonard Centre,94,Nomexy,Saint-Léonard
OCESN035305R0600619385,Corcieux Le Conti,Gare de Epinal,81,Corcieux,Nomexy
OCESN035305R0800819384,Gare de Arches,Gare de St-Dié-des-Vosges,85,Issy-les-Moulineaux,Sainte-Marguerite
OCESN035315R0400419395,Bruyères Chanzy Gare,Gare de Epinal,35,Bruyères,Nomexy
OCESN035323R0300319405,Gare de Arches,Gare de Epinal,20,Issy-les-Moulineaux,Nomexy
OCESN035366R0200219450,Bruyères Chanzy Gare,Gare de St-Dié-des-Vosges,48,Bruyères,Sainte-Marguerite
OCESN035389R0500519461,Gare de Thionville,Perl Gare DB,39,Thionville,Allemagne
OCESN035392R0200219463,Gare de Sarreguemines,Sarre-Union,52,Sarreguemines,Sarre-Union
OCESN035410R0500519477,Herbitzheim R. Hambach,Sarre-Union,25,Herbitzheim,Sarre-Union
OCESN035411R0400419478,Gare de Sarreguemines,Sarralbe Centre,33,Sarreguemines,Sarralbe
OCESN035412R0400419479,Loudrefing,Sarrebourg (Place Math),50,Loudrefing,Sarrebourg
OCESN035413R0200219480,Herbitzheim Mairie,Sarre-Union,23,Herbitzheim,Sarre-Union
OCESN035415R0400419482,Gare de Sarrebourg,Gare de Sarreguemines,85,Avricourt,Sarreguemines
OCESN035416R0500519483,Fénétrange (Gendarm.),Sarrebourg-Abri-Phalsbo,33,Fénétrange,Sarrebourg
OCESN035417R0200219484,Gare de Sarreguemines,Sarrebourg (Place Math),116,Sarreguemines,Sarrebourg
OCESN035424R0800819492,Berthelming-Mairie,Sarrebourg-Abri-Phalsbo,17,Berthelming,Sarrebourg
OCESN035435R0200219504,Gare de Metz-Ville,Gare de Nancy-Ville,105,Strasbourg,Nancy
OCESN035440R0200219509,Gare de Saverne,Sarralbe,64,Saverne,Sarralbe
OCESN035459R0400419530,Keskastel,Sarre-Union,11,Keskastel,Sarre-Union
OCESN035460R0400419531,Gare de Saverne,Sarre-Union,45,Saverne,Sarre-Union
OCESN035461R0200219532,Bruyères (Vosges),Saint-Léonard Centre,39,Bruyères,Saint-Léonard
OCESN035473R0300319546,Gare de Bar-le-Duc,Gare de Revigny,21,Bar-le-Duc,Revigny-sur-Ornain
OCESN035480R0100119547,Gare de Charmes (Vosges),Gare de Epinal,40,Essegney,Nomexy
OCESN035481R0100119548,Gare de Conflans-Jarny,Gare de Pagny-sur-Moselle,45,Jarny,Pagny-sur-Moselle
OCESN035482R0100119549,Gare de Figeac,Gare de Gramat,52,Figeac,Gramat
OCESN035532R0200219552,Gare de Mazamet,Gare de Toulouse-Matabiau,133,Caucalières,Toulouse
OCESN035576R0200219554,Gare de Muret,Gare de Pau,218,Muret,Paris
OCESN035589R0200219559,Gare de Pau,Gare de Toulouse-Matabiau,253,Paris,Toulouse
OCESN035593R0200219560,Gare de Agen,Gare de Castelsarrasin,56,Bourg-la-Reine,Puygaillard-de-Lomagne
OCESN035603R0200219561,Gare de Longages-Noé,St-Sulpice-sur-Lèze,11,Longages,St-Sulpice-sur-Lèze
OCESN035608R0200219563,Gare de Montréjeau-Gourdan-Pol,Luchon-Richelieu,56,Gourdan-Polignan,Bagnères-de-Luchon
OCESN035663R0700719574,Gare de Ax-les-Thermes,Gare de Toulouse-Matabiau,145,Ax-les-Thermes,Toulouse
OCESN035691R0300319579,Gare de Ax-les-Thermes,Gare de Foix,47,Ax-les-Thermes,Vitry-sur-Seine
OCESN035693R0200219581,Gare de Ax-les-Thermes,Gare de Pamiers,83,Ax-les-Thermes,Pamiers
OCESN035695R0200219583,Gare de Montréjeau-Gourdan-Pol,Luchon,50,Gourdan-Polignan,Bagnères-de-Luchon
OCESN035696R0500519584,Gare de Ax-les-Thermes,Latour de Carol,49,Ax-les-Thermes,Latour de Carol
OCESN035741R0200219591,Gare de Foix,Gare de Pamiers,33,Vitry-sur-Seine,Pamiers
OCESN035819R0200219594,Gare de Souillac,Gare de St-Denis-près-Martel,27,Laroquebrou,Saint-Denis-lès-Martel
OCESN035824R0200219595,Gare de Albi-Ville,Gare de Toulouse-Matabiau,90,Albigny-sur-Saône,Toulouse
OCESN035852R0300319599,Gare de Foix,Gare de Toulouse-Matabiau,139,Vitry-sur-Seine,Toulouse
OCESN035866R0200219607,Comines (France),Gare de Lille Flandres,54,Comines,Lille
OCESN036000R0200219609,Gare de Lille Flandres,Wambrechies,30,Lille,Wambrechies
OCESN036002R0200219611,Gare de Abbeville,Gare de Boulogne Ville,104,Abbeville,Fréthun
OCESN036004R0200219613,Gare de Abbeville,Gare de Rue,40,Abbeville,Paris
OCESN036006R0200219615,Gare de Lens,Gare de Lille Flandres,80,Lens,Lille
OCESN036009R0100119618,Gare de Avesnes,Gare de Hirson-Ecoles,55,Avesnes-sur-Helpe,Hirson
OCESN036019R0200219628,Gare de Arras,Gare de Douai,40,Arras,Douai
OCESN036022R0100119629,Gare de Hazebrouck,Gare de Lille Flandres,77,Hazebrouck,Lille
OCESN036024R0100119630,Gare de Busigny,Gare de St Quentin,60,Busigny,Pontarlier
OCESN036030R0100119632,Gare de Calais Fréthun,Gare de Calais Ville,15,Fréthun,Calais
OCESN036200R0200219633,Gare de Coutances,Gare de Lison,54,Coutances,Moon-sur-Elle
OCESN036500R0400419661,Gare de Granville,Gare de Lison,84,Granville,Moon-sur-Elle
OCESN036516R0100119680,Gare de Coutances,Gare de Granville,36,Coutances,Granville
OCESN036524R0100119688,Gare de Coutances,Gare de Pontorson-Mt-St-Michel,85,Coutances,Pontorson
OCESN036562R0300319700,Gare de Granville,Vire-Centre,75,Granville,Chezal-Benoît
OCESN036631R0300319702,Gare de Argentan,Gare de Flers,53,Flers,Flers
OCESN036640R0300319704,Bagnoles- Orne Egl.Mad,Gare de Briouze,40,Bagnoles-de-l'Orne,Briouze
OCESN036670R0500519723,Bagnoles- Orne Egl.Mad,Gare de Argentan,60,Bagnoles-de-l'Orne,Flers
OCESN036690R0500519748,Gare de Alençon,Gare de Surdon,34,Les Ventes-de-Bourse,Le Château-d'Almenêches
OCESN036700R0300319753,Gare de L'Aigle,Gare de Surdon,58,Aigle,Le Château-d'Almenêches
OCESN036701R0300319754,Gare de Dreux,Gare de L'Aigle,79,Dreux,Aigle
OCESN036730R0200219775,Gare de Lisieux,Gare de Trouville-Deauville,50,Lisieux,Deauville
OCESN036801R0100119776,Gare de Dives-Cabourg,Gare de Trouville-Deauville,35,Gaujac,Deauville
OCESN036810R0400419778,Gare de Caen,Gare de Rouen-Rive-Droite,100,Caen,Rouen
OCESN036850R0200219797,Gare de Evreux,Normandie,50,Nonancourt,Normandie
OCESN036860R0100119801,Gare de Villedieu (Gare),Le Mont St Michel,45,Villedieu-sur-Indre,Latina
OCESN036871R0100119802,Gare de Granville,Gare de Rennes,110,Granville,Rennes
OCESN036882R0300319811,Gare de Caen,Gare de Rennes,170,Caen,Rennes
OCESN036890R0200219821,Gare de Bréauté-Beuzeville,Gare de Fécamp,30,Bréauté,Fécamp
OCESN037000R0100119826,Gare de Mantes-la-Jolie,Gare de Rouen-Rive-Droite,125,Mantes-la-Ville,Rouen
OCESN037071R0100119847,Pont-Audemer-Gare-SNCF,Rouen-Gare-Routière,65,Pont-Audemer,Rouen
OCESN037200R0500519848,Rouen-Gare-Routière,Routot-Place-de-mairie,50,Rouen,Routot
OCESN037202R0500519850,Bourg-Achard Champ de F,Pont-Audemer-Gare-SNCF,35,Bourg-Achard,Pont-Audemer
OCESN037214R0300319864,Gare de Nantes,Gare de St-Gilles-Croix-de-Vie,104,Nantes,Saint-Hilaire-de-Riez
OCESN037563R0300319872,Gare de Cholet,Gare de Nantes,85,Cholet,Nantes
OCESN037600R0300319877,Gare de Cholet,Gare de Clisson,60,Cholet,Clisson
OCESN037615R0200219885,Gare de Albert,Gare de Amiens,46,Leval-Trahegnies,Amiens
OCESN038000R0200219893,Gare de Beauvais-Gare-SNCF,Gare de Creil,70,Beauvais,Creil
OCESN038060R0200219896,Gare de Hirson,Laon-Gare-Routière-Poma,80,Hirson,Lambatara
OCESN038100R0200219898,Gare de Compiègne,Gare de Ribécourt,28,Compiègne,Ribécourt-Dreslincourt
OCESN038310R0200219901,Gare de Compiègne,Gare de St Quentin,100,Compiègne,Pontarlier
OCESN038313R0100119904,Gare de Compiègne,Gare de Tergnier,94,Compiègne,Tergnier
OCESN038314R0200219905,Gare de Chatellerault,Gare de Poitiers,44,Châtellerault,Poitiers
OCESN038604R0200219949,Gare de Mauzé,Gare de Niort,40,Mauzé-sur-le-Mignon,Niort
OCESN038683R0200219950,Gare de Niort,Gare de Prissé-la-Charrière,49,Niort,Plaine-d'Argenson
OCESN038701R0200219951,Gare de Bressuire,Gare de Saumur,87,Bressuire,Saumur
OCESN038852R0200219952,Gare de Bressuire,Gare de Thouars,37,Bressuire,Thouars
OCESN038859R0200219954,Gare de La Roche-sur-Yon,Gare de Saumur,177,La Roche-sur-Yon,Saumur
OCESN038881R0200219962,Gare de Chambéry-Chal.-les-Eaux,Lyon-Part-Dieu-Gare-Rou,90,Chambéry,Lyon
OCESN039513R0300319965,Gare de Annecy,Lyon-Part-Dieu-Gare-Rou,112,Annecy,Lyon
OCESN039518R0200219966,Gare de Aix-les-Bains-le-Revard,Gare de Annecy,35,Lovagny,Annecy
OCESN039525R0400419972,Gare de Valence-TGV,Grenoble-Gare-Routière,60,Alixan,Grenoble
OCESN039530R0200219975,Gare de Chambéry-Chal.-les-Eaux,Grenoble-Gare-Routière,70,Chambéry,Grenoble
OCESN039535R0300319979,Grenoble-Gare-Routière,Valence-Gare-Routière,100,Grenoble,Chabeuil
OCESN039536R0200219980,Grenoble-Gare-Routière,Lyon-Part-Dieu-Gare-Rou,119,Grenoble,Lyon
OCESN039549R0200219987,Gare de St-André-le-Gaz,Lyon-Perrache-Gare-Rout,110,Saint-André-le-Gaz,Lyon
OCESN039550R0200219988,Lyon-Part-Dieu-Gare-Rou,Saint-Etienne-Chtx GR,71,Lyon,Saint-Étienne
OCESN039561R0200219993,Gare de Lozanne,Gare de Lyon-Gorge-de-Loup,37,Lozanne,Lyon
OCESN039608R0200219997,Gare de Lozanne,Lyon-St-Paul-Quai-Bondy,48,Lozanne,Lyon
OCESN039621R0200220009,Lyon-Part-Dieu-Gare-Rou,Roanne-Gare-Routière,115,Lyon,Roanne
OCESN039640R0200220010,Gare de Lozanne,Grandris-Centre,42,Lozanne,Grandrieu
OCESN039650R0200220012,Gare de Lamure-sur-Azergues,Gare de Lozanne,46,Lamure-sur-Azergues,Lozanne
OCESN039651R0200220013,Gare de Lozanne,Poule-Mairie,60,Lozanne,Poulaines
OCESN039652R0200220014,Gare de Lozanne,Gare de Paray-le-Monial,120,Lozanne,Paray-le-Monial
OCESN039654R0200220016,Bois-d'Oingt-Centre,Gare de Lozanne,23,Val d'Oingt,Lozanne
OCESN039655R0200220017,Gare de Die,Valence-Gare-Routière,75,Saint-Dié-des-Vosges,Chabeuil
OCESN039690R0200220046,Gare de Valence-TGV,Gare de Veynes-Dévoluy,185,Alixan,Veynes
OCESN039693R0300320049,Gare de Veynes-Dévoluy,Valence-Gare-Routière,165,Veynes,Chabeuil
OCESN039694R0200220051,Gare de Luc-en-Diois,Valence-Gare-Routière,105,Luc-en-Diois,Chabeuil
OCESN039694R0300320050,Gare de Luc-en-Diois,Gare de Valence-TGV,125,Luc-en-Diois,Alixan
OCESN039697R0200220053,Gare de Evian-les-Bains,Grenoble-Gare-Routière,210,Évian-les-Bains,Grenoble
OCESN039710R0200220054,Saint-Etienne-Chtx GR,Valence-Gare-Routière,110,Saint-Étienne,Chabeuil
OCESN039712R0200220055,Gare de Modane,Grenoble-Gare-Routière,130,Modane,Grenoble
OCESN039716R0200220058,Gare de Annecy,Gare de Chamonix-Mont-Blanc,120,Annecy,Chamonix-Mont-Blanc
OCESN039719R0200220060,Annonay-Gare-Route,Grenoble-Gare-Routière,170,Vernosc-lès-Annonay,Grenoble
OCESN039721R0200220061,Gare de St-Gervais-L-B-Le-Fayet,Grenoble-Gare-Routière,190,Saint-Gervais-les-Bains,Grenoble
OCESN039726R0200220064,Privas-Cours-du-Palais,Valence-Gare-Routière,50,Privas,Chabeuil
OCESN039727R0200220065,Gare de Annemasse,Grenoble-Gare-Routière,180,Annemasse,Grenoble
OCESN039730R0300320067,Grenoble-Gare-Routière,Montélimar-G-Routière,127,Grenoble,Montélimar
OCESN039731R0200220068,Gare de Moûtiers-Salins-Brides,Grenoble-Gare-Routière,105,Moûtiers,Grenoble
OCESN039733R0300320069,Gare de Chambéry-Chal.-les-Eaux,Gare de Cluses (Hte-Savoie),130,Chambéry,Cluses
OCESN039735R0300320070,Gare de Bonneville,Lyon-Part-Dieu-Gare-Rou,145,La Bonneville-sur-Iton,Lyon
OCESN039736R0200220071,Gare de Chambéry-Chal.-les-Eaux,Gare de St-Gervais-L-B-Le-Fayet,165,Chambéry,Saint-Gervais-les-Bains
OCESN039737R0300320072,Aubenas-Pl.-de-la-Paix,Grenoble-Gare-Routière,198,Aubenas,Grenoble
OCESN039742R0200220075,Gare de Annemasse,Gare de Chambéry-Chal.-les-Eaux,110,Annemasse,Chambéry
OCESN039743R0300320076,Gare de Chambéry-Chal.-les-Eaux,Gare de Chamonix-Mont-Blanc,200,Chambéry,Chamonix-Mont-Blanc
OCESN039744R0300320077,Gare de Annemasse,Gare de Evian-les-Bains,60,Annemasse,Évian-les-Bains
OCESN039745R0200220078,Grenoble-Gare-Routière,Privas-Cours-du-Palais,130,Grenoble,Privas
OCESN039748R0200220079,Bourg-en-Bresse Gare R,Gare de Chambéry-Chal.-les-Eaux,170,Montluel,Chambéry
OCESN039749R0300320080,Gare de Oyonnax,Lyon-Part-Dieu-Gare-Rou,90,Oyonnax,Lyon
OCESN039753R0200220081,Gare de Chambéry-Chal.-les-Eaux,Gare de Evian-les-Bains,180,Chambéry,Évian-les-Bains
OCESN039754R0300320082,Lyon-Part-Dieu-Gare-Rou,Morez Lycée,195,Lyon,Hauts de Bienne
OCESN039755R0100120083,Gare de Chamonix-Mont-Blanc,Lyon-Part-Dieu-Gare-Rou,240,Chamonix-Mont-Blanc,Lyon
OCESN039757R0200220084,Gare de Chambéry-Chal.-les-Eaux,Gare de Thonon-les-Bains,165,Chambéry,Évian-les-Bains
OCESN039760R0300320086,Gare de Chamonix-Mont-Blanc,Grenoble-Gare-Routière,220,Chamonix-Mont-Blanc,Grenoble
OCESN039762R0200220088,Chamberry-Jacob,Gare de St-Gervais-L-B-Le-Fayet,165,Chamberry,Saint-Gervais-les-Bains
OCESN039770R0300320095,Gare de Bonneville,Gare de Chambéry-Chal.-les-Eaux,130,La Bonneville-sur-Iton,Chambéry
OCESN039776R0300320096,Gare de Bourg-St-Maurice,Grenoble-Gare-Routière,160,Bourg-Saint-Maurice,Grenoble
OCESN039780R0300320099,Aubenas-Pl.-de-la-Paix,St-Martin-d'Hères,185,Aubenas,Saint-Martin-d'Hères
OCESN039782R0200220100,Montélimar-G-Routière,St-Martin-d'Hères,120,Montélimar,Saint-Martin-d'Hères
OCESN039784R0200220101,Privas-Cours-du-Palais,St-Martin-d'Hères,145,Privas,Saint-Martin-d'Hères
OCESN039786R0200220103,Annonay-Gare-Route,St-Martin-d'Hères,160,Vernosc-lès-Annonay,Saint-Martin-d'Hères
OCESN039788R0200220105,Gare de Saint-Claude,Lyon-Part-Dieu-Gare-Rou,135,Saint-Claude,Lyon
OCESN039794R0200220108,Gare de Bourgoin-Jallieu,Lyon-Part-Dieu-Gare-Rou,51,Bourgoin-Jallieu,Lyon
OCESN039807R0200220112,Gare de Bourg-St-Maurice,Gare de Chambéry-Chal.-les-Eaux,145,Bourg-Saint-Maurice,Chambéry
OCESN039815R0200220113,Gare de Chambéry-Chal.-les-Eaux,Gare de Pont-de-Beauvoisin,48,Chambéry,Pont-de-Beauvoisin
OCESN039819R0400420115,Gare de Thonon-les-Bains,Grenoble-Gare-Routière,200,Évian-les-Bains,Grenoble
OCESN039849R0200220116,Gare de Mâcon-Ville,Lyon-Part-Dieu-Gare-Rou,75,Mâcon,Lyon
OCESN039991R0200220122,Gare de Diemeringen,Sarralbe Centre,36,Diemeringen,Sarralbe
OCESN040011R0500520123,Gare de Diemeringen,Sarre-Union,20,Diemeringen,Sarre-Union
OCESN040012R0500520124,Gare de Dinan,Gare de St-Brieuc,60,Dinant,Saint-Carreuc
OCESN042100R0200220151,Gare de Dinan,Gare de Lamballe,73,Dinant,Lamballe-Armor
OCESN042101R0200220152,Gare de Franois,Gare de St-Vit,14,Franois,Vitré
OCESN043500R0200220161,Gare de Auxonne,Gare de Villers-les-Pots,10,Auxonne,Villers-lès-Nancy
OCESN043508R0200220167,Gare de Dijon-Ville,Gare de Neuilly-lès-Dijon,25,Dijon,Neuilly-Crimolois
OCESN043515R0200220171,Gare de Bellegarde-s-V. Gare,Gare de St-Gervais-L-B-Le-Fayet,135,Valserhône,Saint-Gervais-les-Bains
OCESN049501R0100120186,Gare de Bellegarde-s-V. Gare,Gare de Evian-les-Bains,115,Valserhône,Évian-les-Bains
OCESN049504R0100120189,Gare de Annemasse,Gare de St-Gervais-L-B-Le-Fayet,111,Annemasse,Saint-Gervais-les-Bains
OCESN049507R0100120192,Gare de Bellegarde-s-V. Gare,Gare de Chamonix-Mont-Blanc,185,Valserhône,Chamonix-Mont-Blanc
OCESN049511R0100120196,Gare de Annemasse,Gare de Bellegarde-s-V. Gare,71,Annemasse,Valserhône
OCESN049514R0100120199,Gare de Evian-les-Bains,Gare de Thonon-les-Bains,20,Évian-les-Bains,Évian-les-Bains
OCESN049521R0100120205,Gare de Cluses (Hte-Savoie),Gare de St-Gervais-L-B-Le-Fayet,40,Cluses,Saint-Gervais-les-Bains
OCESN049523R0200220206,Gare de Annemasse,Gare de La Roche-sur-Foron,30,Annemasse,La Roche-sur-Foron
OCESN049525R0100120208,Gare de Annecy,Gare de Annemasse,60,Annecy,Annemasse
OCESN049540R0100120213,Gare de Ambérieu-en-Bugey,Gare de St-Rambert-en-Bugey,15,Ambérieu-en-Bugey,Saint-Rambert-en-Bugey
OCESN049561R0200220229,Gare de Ambérieu-en-Bugey,Gare de Virieu-le-Grand-Belley,52,Ambérieu-en-Bugey,Virieu-le-Grand
OCESN049562R0200220230,Gare de Boën,Noirétable,26,Boën-sur-Lignon,Noirétable
OCESN049581R0200220236,Gare de Boën,Saint-Etienne-Chtx GR,92,Boën-sur-Lignon,Saint-Étienne
OCESN049582R0200220237,Gare de Montbrison,Noirétable,44,Montbrison,Noirétable
OCESN049583R0200220238,Noirétable,Saint-Etienne-Chtx GR,108,Noirétable,Saint-Étienne
OCESN049584R0200220239,Gare de Boën,Gare de Montbrison,18,Boën-sur-Lignon,Montbrison
OCESN049585R0200220240,Gare de Montbrison,Saint-Etienne-Chtx GR,60,Montbrison,Saint-Étienne
OCESN049588R0200220242,Bourg-en-Bresse Gare R,Lyon-Part-Dieu-Gare-Rou,81,Montluel,Lyon
OCESN049600R0200220253,Bourg-en-Bresse Gare R,Gare de Mâcon-Loché-TGV,42,Montluel,Mâcon
OCESN049610R0200220259,Bourg-en-Bresse Gare R,Gare de Mâcon-Ville,62,Montluel,Mâcon
OCESN049611R0200220260,Gare de Ambérieu-en-Bugey,Lyon-Part-Dieu-Gare-Rou,63,Ambérieu-en-Bugey,Lyon
OCESN049634R0200220283,Gare de Chambéry-Chal.-les-Eaux,Gare de St-André-le-Gaz,71,Chambéry,Saint-André-le-Gaz
OCESN049640R0300320287,Gare de Chambéry-Chal.-les-Eaux,Gare de La Tour-du-Pin,86,Chambéry,La Tour-du-Pin
OCESN049645R0300320290,Gare de Gap,Grenoble-Gare-Routière,127,Gap,Grenoble
OCESN049675R0200220305,Gare de Clelles-Mens,Gare de Gap,80,Clelles,Gap
OCESN049679R0300320308,Clelles-Mairie,Grenoble-Gare-Routière,81,Clelles,Grenoble
OCESN049680R0200220309,Gare de Vif,Grenoble-Gare-Routière,51,Vif,Grenoble
OCESN049682R0200220310,Gare de Clelles-Mens,Grenoble-Gare-Routière,73,Clelles,Grenoble
OCESN049684R0200220312,Gare de Sain-Bel,Lyon-St-Paul-la-Feuilée,60,Sainte-Anne-de-Bellevue,Lyon
OCESN049691R0200220317,Gare de Sain-Bel,Lyon-St-Paul-Quai-Bondy,60,Sainte-Anne-de-Bellevue,Lyon
OCESN049692R0300320318,Lyon-Perrache-Gare-Rout,Vienne-Gare-Routière,53,Lyon,Vienne
OCESN049701R0200220325,Bourg-en-Bresse Gare R,Gare de Ambérieu-en-Bugey,40,Montluel,Ambérieu-en-Bugey
OCESN049708R0200220329,Argentine,Gare de St-Pierre-d'Albigny,28,Paris,Saint-Pierre-d'Albigny
OCESN049750R0200220348,Gare de St-Priest,St-Pierre-de-Chandieu-R,21,Saint-Priest,Saint-Pierre-de-Chandieu
OCESN049780R0200220362,Gare de Villefranche-sur-Saône,Lyon-Perrache-Gare-Rout,60,Villefranche-sur-Saône,Lyon
OCESN049799R0200220374,Gare de La Tour-du-Pin,Gare de Rives,55,La Tour-du-Pin,Rives
OCESN049808R0200220375,Gare de Moûtiers-Salins-Brides,Gare de St-Pierre-d'Albigny,50,Moûtiers,Saint-Pierre-d'Albigny
OCESN049819R0200220376,Gare de Albertville,Gare de Moûtiers-Salins-Brides,45,Albertville,Moûtiers
OCESN049823R0200220379,Gare de Aix-les-Bains-le-Revard,Gare de Chambéry-Chal.-les-Eaux,30,Lovagny,Chambéry
OCESN049825R0300320381,Gare de Bourg-St-Maurice,Gare de Moûtiers-Salins-Brides,37,Bourg-Saint-Maurice,Moûtiers
OCESN049827R0200220383,Gare de Chambéry-Chal.-les-Eaux,Gare de Modane,113,Chambéry,Modane
OCESN049842R0300320394,Gare de Chambéry-Chal.-les-Eaux,Gare de Epierre-St-Léger,82,Chambéry,Épierre
OCESN049844R0300320396,Gare de Aix-les-Bains-le-Revard,Gare de Modane,157,Lovagny,Modane
OCESN049846R0300320398,Gare de Chambéry-Chal.-les-Eaux,Gare de Culoz,65,Chambéry,Culoz-Béon
OCESN049852R0500520404,Gare de Feurs,Saint-Etienne-Chtx GR,60,Feurs,Saint-Étienne
OCESN049864R0200220414,Gare de Albens,Gare de Annecy,45,Entrelacs,Annecy
OCESN049873R0300320418,Gare de Annecy,Gare de Rumilly,25,Annecy,Rumilly
OCESN049877R0200220422,Gare de Sérézin,Ternay-Barbières,13,Sérézin-du-Rhône,Ternay
OCESN049911R0200220426,Communay-Stade,Gare de Sérézin,15,Communay,Sérézin-du-Rhône
OCESN049913R0200220428,Gare de Epierre-St-Léger,Gare de Montmélian,52,Épierre,Montmélian
OCESN049962R0200220450,Gare de Epierre-St-Léger,Gare de St-Pierre-d'Albigny,36,Épierre,Saint-Pierre-d'Albigny
